M_A [GeV]		tan(beta)		M_SUSY [GeV]		M_h [GeV]
0.700000000000000E2	0.100100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.125100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.150100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.175100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.200100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.225100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.250100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.275100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.300100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.325100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.350100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.375100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.400100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.425100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.450100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.475100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.500100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.525100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.550100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.575100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.600100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.625100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.650100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.675100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.700100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.725100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.750100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.775100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.800100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.825100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.850100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.875100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.900100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.925100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.950100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.975100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.700000000000000E2	0.100010000000000E2	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.100100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.125100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.150100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.175100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.200100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.225100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.250100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.275100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.300100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.325100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.350100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.375100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.400100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.425100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.450100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.475100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.500100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.525100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.550100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.575100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.600100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.625100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.650100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.675100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.700100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.725100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.750100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.775100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.800100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.825100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.850100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.875100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.900100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.925100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.950100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.975100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.710000000000000E2	0.100010000000000E2	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.100100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.125100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.150100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.175100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.200100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.225100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.250100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.275100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.300100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.325100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.350100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.375100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.400100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.425100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.450100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.475100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.500100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.525100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.550100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.575100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.600100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.625100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.650100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.675100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.700100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.725100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.750100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.775100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.800100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.825100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.850100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.875100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.900100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.925100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.950100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.975100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.720000000000000E2	0.100010000000000E2	0.100000000000000E17	-0.100000000000000E1
0.730000000000000E2	0.100100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.730000000000000E2	0.125100000000000E1	0.100000000000000E17	-0.100000000000000E1
0.730000000000000E2	0.150100000000000E1	0.100000000000000E17	-0.100000000000000E1
